"Status";"Amount";"Customer";"Pipeline status";"Status";"Creation date";"Closing date";"Product";"Country";"Sales person";"Prob"
"RED";"8,116.069";"Company 6";"ADVANCED";"VERBAL COMMITMENT";"05/03/2014 00:08:24";"19/06/2014 00:08:24";"PRODUCT 5";"Spain";"Jerri Preble";"3.382"
"GREY";"11,636.847";"Company 2";"STANDBY";"WIN";"19/03/2014 09:38:24";"12/07/2014 09:38:24";"PRODUCT 7";"Poland";"Jamie Gilbeau";"38.37"
"GREY";"10,627.466";"Company 6";"EARLY";"LOST";"15/03/2014 19:34:24";"22/07/2014 19:34:24";"PRODUCT 2";"Belgium";"Nita Marling";"42.768"
"GREY";"11,620.167";"Company 2";"STANDBY";"DEMO";"23/04/2014 22:08:24";"29/07/2014 22:08:24";"PRODUCT 2";"Indonesia";"Jamie Gilbeau";"44.195"
"RED";"9,198.473";"Company 3";"EARLY";"LOST";"15/04/2014 20:20:24";"30/07/2014 20:20:24";"PRODUCT 6";"United States";"Roxie Foraker";"18.217"
"GREY";"11,685.331";"Company 9";"EARLY";"STANDBY";"12/04/2014 12:13:24";"07/08/2014 12:13:24";"PRODUCT 8";"United Kingdom";"Kathrine Janas";"30.184"
"RED";"10,956.455";"Company 3";"STANDBY";"DEMO";"18/04/2014 23:56:24";"24/07/2014 23:56:24";"PRODUCT 8";"France";"Neva Hunger";"0.418"
"GREY";"10,484.305";"Company 7";"EARLY";"VERBAL COMMITMENT";"22/04/2014 22:44:24";"29/07/2014 22:44:24";"PRODUCT 4";"Germany";"Nita Marling";"40.001"
"GREY";"10,468.2";"Company 7";"EARLY";"CONTACTED";"23/04/2014 16:00:24";"27/07/2014 16:00:24";"PRODUCT 8";"Sweden";"Darryl Innes";"29.453"
"GREY";"11,656.012";"Company 5";"ADVANCED";"VERBAL COMMITMENT";"20/04/2014 08:34:24";"02/08/2014 08:34:24";"PRODUCT 2";"Netherlands";"Jerri Preble";"37.543"
"RED";"10,212.919";"Company 2";"EARLY";"SHORT LISTED";"23/04/2014 20:08:24";"10/08/2014 20:08:24";"PRODUCT 3";"United Kingdom";"Jerri Preble";"2.517"
"RED";"13,742.687";"Company 2";"STANDBY";"STANDBY";"26/04/2014 06:26:24";"04/08/2014 06:26:24";"PRODUCT 1";"United Kingdom";"Jerri Preble";"22.989"
"GREY";"12,316.95";"Company 7";"ADVANCED";"CONTACTED";"21/04/2014 06:17:24";"31/07/2014 06:17:24";"PRODUCT 6";"Russia";"Julio Burdge";"30.784"
"GREY";"8,117.944";"Company 1";"EARLY";"DEMO";"17/04/2014 21:57:24";"01/08/2014 21:57:24";"PRODUCT 8";"China";"Nita Marling";"42.978"
"RED";"13,050.19";"Company 1";"STANDBY";"LOST";"05/04/2014 02:27:24";"07/07/2014 02:27:24";"PRODUCT 4";"South Korea";"Roxie Foraker";"15.41"
"GREY";"9,426.565";"Company 3";"ADVANCED";"SHORT LISTED";"08/04/2014 16:35:24";"13/07/2014 16:35:24";"PRODUCT 6";"Italy";"Julio Burdge";"44.936"
"GREEN";"10,584.247";"Company 3";"STANDBY";"WIN";"16/04/2014 05:42:24";"27/08/2014 05:42:24";"PRODUCT 10";"Norway";"Julio Burdge";"92.677"
"GREY";"10,036.007";"Company 3";"ADVANCED";"WIN";"03/04/2014 03:31:24";"28/07/2014 03:31:24";"PRODUCT 3";"Germany";"Roxie Foraker";"25.541"
"GREEN";"8,512.299";"Company 7";"ADVANCED";"CONTACTED";"25/04/2014 10:13:24";"21/08/2014 10:13:24";"PRODUCT 1";"Netherlands";"Jerri Preble";"98.278"
"RED";"8,999.632";"Company 9";"ADVANCED";"DEMO";"03/04/2014 18:42:24";"09/07/2014 18:42:24";"PRODUCT 6";"Canada";"Julio Burdge";"23.328"
"RED";"11,630.686";"Company 6";"STANDBY";"VERBAL COMMITMENT";"25/04/2014 21:45:24";"06/08/2014 21:45:24";"PRODUCT 1";"France";"Roxie Foraker";"0.744"
"RED";"14,031.647";"Company 4";"STANDBY";"DEMO";"20/04/2014 02:04:24";"09/08/2014 02:04:24";"PRODUCT 4";"Mexico";"Jamie Gilbeau";"5.436"
"YELLOW";"10,482.214";"Company 3";"ADVANCED";"VERBAL COMMITMENT";"07/04/2014 18:58:24";"20/07/2014 18:58:24";"PRODUCT 8";"India";"Jerri Preble";"54.013"
"GREEN";"12,993.771";"Company 8";"ADVANCED";"LOST";"04/04/2014 22:32:24";"21/07/2014 22:32:24";"PRODUCT 7";"Spain";"Julio Burdge";"98.492"
"RED";"14,161.173";"Company 3";"STANDBY";"CONTACTED";"15/04/2014 14:27:24";"17/08/2014 14:27:24";"PRODUCT 2";"Canada";"Jerri Preble";"19.13"
"RED";"9,393.618";"Company 9";"EARLY";"VERBAL COMMITMENT";"09/04/2014 19:11:24";"13/08/2014 19:11:24";"PRODUCT 2";"Netherlands";"Nita Marling";"13.644"
"RED";"8,880.086";"Company 8";"STANDBY";"SHORT LISTED";"22/04/2014 20:41:24";"21/08/2014 20:41:24";"PRODUCT 8";"Japan";"Julio Burdge";"5.102"
"RED";"13,394.796";"Company 1";"ADVANCED";"WIN";"15/04/2014 11:37:24";"17/08/2014 11:37:24";"PRODUCT 6";"Sweden";"Nita Marling";"15.723"
"GREEN";"13,798.165";"Company 5";"ADVANCED";"SHORT LISTED";"27/04/2014 16:47:24";"06/08/2014 16:47:24";"PRODUCT 8";"South Korea";"Roxie Foraker";"78.882"
"GREEN";"12,838.727";"Company 1";"EARLY";"LOST";"09/04/2014 12:25:24";"01/08/2014 12:25:24";"PRODUCT 2";"Indonesia";"Neva Hunger";"86.557"
"GREEN";"13,611.491";"Company 3";"ADVANCED";"DEMO";"15/04/2014 07:30:24";"13/08/2014 07:30:24";"PRODUCT 11";"Poland";"Neva Hunger";"94.502"
"GREY";"11,778.19";"Company 8";"ADVANCED";"CONTACTED";"03/04/2014 01:48:24";"09/08/2014 01:48:24";"PRODUCT 8";"Turkey";"Jerri Preble";"32.414"
"GREEN";"9,404.914";"Company 3";"EARLY";"QUALIFIED";"17/04/2014 04:22:24";"16/07/2014 04:22:24";"PRODUCT 8";"Belgium";"Kathrine Janas";"91.338"
"GREEN";"14,022.573";"Company 3";"STANDBY";"SHORT LISTED";"14/05/2014 15:46:24";"12/08/2014 15:46:24";"PRODUCT 10";"Australia";"Roxie Foraker";"85.601"
"RED";"9,265.67";"Company 3";"EARLY";"CONTACTED";"25/05/2014 11:35:24";"25/09/2014 11:35:24";"PRODUCT 1";"United Kingdom";"Nita Marling";"11.523"
"YELLOW";"11,194.853";"Company 9";"ADVANCED";"WIN";"05/05/2014 08:38:24";"17/08/2014 08:38:24";"PRODUCT 6";"Japan";"Darryl Innes";"50.185"
"GREEN";"11,158.712";"Company 3";"EARLY";"LOST";"24/05/2014 00:56:24";"27/08/2014 00:56:24";"PRODUCT 2";"Indonesia";"Jerri Preble";"86.498"
"GREY";"13,800.289";"Company 3";"ADVANCED";"SHORT LISTED";"01/05/2014 18:53:24";"13/08/2014 18:53:24";"PRODUCT 8";"Italy";"Roxie Foraker";"41.87"
"GREY";"9,563.772";"Company 2";"ADVANCED";"LOST";"06/05/2014 00:21:24";"23/08/2014 00:21:24";"PRODUCT 5";"Brazil";"Julio Burdge";"42.702"
"YELLOW";"9,806.84";"Company 6";"EARLY";"QUALIFIED";"25/05/2014 17:23:24";"10/09/2014 17:23:24";"PRODUCT 2";"Mexico";"Julio Burdge";"72.009"
"GREEN";"8,374.129";"Company 3";"ADVANCED";"WIN";"17/05/2014 22:48:24";"15/08/2014 22:48:24";"PRODUCT 4";"Norway";"Roxie Foraker";"76.406"
"GREY";"8,237.289";"Company 3";"EARLY";"CONTACTED";"21/05/2014 07:31:24";"23/08/2014 07:31:24";"PRODUCT 5";"China";"Jamie Gilbeau";"25.752"
"GREY";"8,557.099";"Company 4";"STANDBY";"STANDBY";"15/05/2014 06:19:24";"16/08/2014 06:19:24";"PRODUCT 3";"India";"Kathrine Janas";"47.685"
"GREEN";"10,273.105";"Company 5";"EARLY";"SHORT LISTED";"14/05/2014 18:10:24";"15/09/2014 18:10:24";"PRODUCT 10";"India";"Jerri Preble";"84.345"
"GREY";"9,076.255";"Company 8";"EARLY";"QUALIFIED";"12/05/2014 21:23:24";"26/08/2014 21:23:24";"PRODUCT 5";"Mexico";"Darryl Innes";"43.53"
"GREY";"9,370.004";"Company 1";"ADVANCED";"STANDBY";"07/05/2014 13:56:24";"15/08/2014 13:56:24";"PRODUCT 8";"France";"Julio Burdge";"41.559"
"YELLOW";"10,575.344";"Company 4";"EARLY";"QUALIFIED";"11/05/2014 13:35:24";"10/09/2014 13:35:24";"PRODUCT 3";"Russia";"Nita Marling";"60.105"
"YELLOW";"9,885.243";"Company 2";"ADVANCED";"STANDBY";"05/05/2014 13:48:24";"22/08/2014 13:48:24";"PRODUCT 3";"Poland";"Jerri Preble";"64.267"
"YELLOW";"11,323.946";"Company 7";"STANDBY";"DEMO";"30/04/2014 20:08:24";"08/08/2014 20:08:24";"PRODUCT 8";"Poland";"Neva Hunger";"54.139"
"GREY";"11,716.627";"Company 7";"STANDBY";"QUALIFIED";"07/05/2014 13:51:24";"13/08/2014 13:51:24";"PRODUCT 1";"Italy";"Darryl Innes";"47.156"
"RED";"12,924.835";"Company 7";"ADVANCED";"SHORT LISTED";"24/05/2014 22:50:24";"11/09/2014 22:50:24";"PRODUCT 8";"France";"Neva Hunger";"13.462"
"RED";"13,453.232";"Company 2";"ADVANCED";"DEMO";"01/05/2014 01:00:24";"04/08/2014 01:00:24";"PRODUCT 8";"Saudi Arabia";"Neva Hunger";"11.587"
"GREEN";"11,283.065";"Company 9";"ADVANCED";"DEMO";"22/05/2014 21:16:24";"01/09/2014 21:16:24";"PRODUCT 11";"Indonesia";"Nita Marling";"96.681"
"GREEN";"9,537.856";"Company 4";"ADVANCED";"DEMO";"08/05/2014 05:21:24";"23/08/2014 05:21:24";"PRODUCT 1";"Japan";"Jamie Gilbeau";"98.587"
"GREEN";"11,336.777";"Company 3";"ADVANCED";"QUALIFIED";"18/05/2014 15:11:24";"19/09/2014 15:11:24";"PRODUCT 6";"Saudi Arabia";"Darryl Innes";"91.999"
"RED";"12,941.175";"Company 6";"EARLY";"LOST";"27/05/2014 05:07:24";"02/10/2014 05:07:24";"PRODUCT 4";"China";"Neva Hunger";"5.991"
"GREY";"13,049.72";"Company 9";"ADVANCED";"SHORT LISTED";"05/05/2014 23:03:24";"27/08/2014 23:03:24";"PRODUCT 1";"Netherlands";"Jerri Preble";"45.167"
"RED";"8,847.635";"Company 6";"EARLY";"STANDBY";"03/05/2014 06:29:24";"08/09/2014 06:29:24";"PRODUCT 11";"South Korea";"Kathrine Janas";"19.711"
"RED";"14,165.494";"Company 2";"EARLY";"CONTACTED";"11/05/2014 02:43:24";"25/08/2014 02:43:24";"PRODUCT 10";"Turkey";"Jamie Gilbeau";"6.586"
"GREEN";"10,853.043";"Company 5";"ADVANCED";"VERBAL COMMITMENT";"07/05/2014 11:29:24";"01/09/2014 11:29:24";"PRODUCT 11";"France";"Julio Burdge";"89.163"
"GREY";"12,223.512";"Company 3";"EARLY";"SHORT LISTED";"02/05/2014 11:08:24";"07/08/2014 11:08:24";"PRODUCT 7";"Brazil";"Julio Burdge";"47.543"
"GREEN";"13,173.897";"Company 6";"ADVANCED";"SHORT LISTED";"19/05/2014 01:32:24";"21/08/2014 01:32:24";"PRODUCT 8";"Canada";"Jamie Gilbeau";"96.822"
"GREEN";"9,336.674";"Company 2";"EARLY";"WIN";"17/05/2014 14:26:24";"21/08/2014 14:26:24";"PRODUCT 4";"Germany";"Nita Marling";"95.592"
"YELLOW";"10,368.416";"Company 8";"ADVANCED";"LOST";"08/06/2014 18:41:24";"29/09/2014 18:41:24";"PRODUCT 8";"United States";"Jerri Preble";"71.919"
"GREY";"9,230.773";"Company 8";"EARLY";"VERBAL COMMITMENT";"13/06/2014 15:00:24";"05/10/2014 15:00:24";"PRODUCT 3";"Belgium";"Julio Burdge";"39.073"
"GREEN";"11,069.305";"Company 6";"EARLY";"SHORT LISTED";"10/06/2014 04:14:24";"25/09/2014 04:14:24";"PRODUCT 2";"United Kingdom";"Neva Hunger";"98.285"
"YELLOW";"10,045.607";"Company 2";"ADVANCED";"DEMO";"20/06/2014 11:07:24";"04/10/2014 11:07:24";"PRODUCT 7";"Mexico";"Kathrine Janas";"50.772"
"YELLOW";"14,228.225";"Company 9";"EARLY";"QUALIFIED";"19/06/2014 11:56:24";"18/09/2014 11:56:24";"PRODUCT 4";"Spain";"Julio Burdge";"66.328"
"GREEN";"10,397.813";"Company 3";"STANDBY";"LOST";"14/06/2014 21:11:24";"13/10/2014 21:11:24";"PRODUCT 7";"Spain";"Julio Burdge";"80.72"
"RED";"14,371.995";"Company 7";"STANDBY";"DEMO";"09/06/2014 17:58:24";"07/09/2014 17:58:24";"PRODUCT 6";"United States";"Kathrine Janas";"19.16"
"YELLOW";"11,205.427";"Company 2";"EARLY";"DEMO";"09/06/2014 17:59:24";"13/09/2014 17:59:24";"PRODUCT 11";"Turkey";"Nita Marling";"68.138"
"GREY";"11,370.497";"Company 9";"EARLY";"SHORT LISTED";"20/06/2014 12:50:24";"12/10/2014 12:50:24";"PRODUCT 1";"Norway";"Kathrine Janas";"42.85"
"RED";"9,774.154";"Company 3";"ADVANCED";"DEMO";"07/06/2014 03:36:24";"11/10/2014 03:36:24";"PRODUCT 6";"Canada";"Jerri Preble";"22.517"
"YELLOW";"14,216.318";"Company 1";"ADVANCED";"STANDBY";"07/06/2014 15:49:24";"08/09/2014 15:49:24";"PRODUCT 8";"Belgium";"Neva Hunger";"50.835"
"RED";"10,645.36";"Company 6";"ADVANCED";"VERBAL COMMITMENT";"08/06/2014 00:18:24";"17/09/2014 00:18:24";"PRODUCT 6";"Spain";"Jamie Gilbeau";"23.843"
"RED";"14,316.094";"Company 6";"EARLY";"LOST";"18/06/2014 06:34:24";"19/09/2014 06:34:24";"PRODUCT 3";"Poland";"Darryl Innes";"12.458"
"GREEN";"14,705.781";"Company 2";"STANDBY";"VERBAL COMMITMENT";"11/06/2014 11:28:24";"16/09/2014 11:28:24";"PRODUCT 11";"United States";"Roxie Foraker";"91.956"
"GREEN";"8,793.584";"Company 1";"EARLY";"CONTACTED";"22/06/2014 14:46:24";"08/10/2014 14:46:24";"PRODUCT 11";"United States";"Neva Hunger";"75.653"
"GREEN";"11,058.959";"Company 2";"STANDBY";"DEMO";"20/06/2014 16:55:24";"18/09/2014 16:55:24";"PRODUCT 1";"Brazil";"Kathrine Janas";"75.059"
"GREY";"14,304.456";"Company 1";"ADVANCED";"SHORT LISTED";"26/06/2014 10:01:24";"13/10/2014 10:01:24";"PRODUCT 1";"Norway";"Julio Burdge";"33.77"
"RED";"10,158.38";"Company 6";"ADVANCED";"STANDBY";"31/05/2014 04:51:24";"06/09/2014 04:51:24";"PRODUCT 6";"Netherlands";"Roxie Foraker";"7.359"
"GREEN";"11,862.798";"Company 6";"ADVANCED";"SHORT LISTED";"02/06/2014 06:10:24";"26/09/2014 06:10:24";"PRODUCT 8";"Australia";"Kathrine Janas";"86.539"
"GREEN";"9,702.351";"Company 3";"ADVANCED";"SHORT LISTED";"19/06/2014 02:47:24";"09/10/2014 02:47:24";"PRODUCT 8";"Canada";"Jerri Preble";"85.855"
"GREY";"8,179.343";"Company 8";"EARLY";"SHORT LISTED";"15/06/2014 23:50:24";"03/10/2014 23:50:24";"PRODUCT 10";"Spain";"Kathrine Janas";"45.177"
"RED";"8,790.579";"Company 1";"ADVANCED";"VERBAL COMMITMENT";"23/06/2014 14:28:24";"27/10/2014 14:28:24";"PRODUCT 8";"South Korea";"Roxie Foraker";"16.261"
"GREY";"14,011.412";"Company 4";"STANDBY";"SHORT LISTED";"09/06/2014 15:09:24";"01/10/2014 15:09:24";"PRODUCT 8";"United States";"Kathrine Janas";"31.633"
"GREEN";"10,842.479";"Company 1";"ADVANCED";"SHORT LISTED";"26/06/2014 20:01:24";"29/09/2014 20:01:24";"PRODUCT 8";"Belgium";"Kathrine Janas";"78.076"
"RED";"13,024.581";"Company 5";"ADVANCED";"STANDBY";"26/06/2014 12:02:24";"17/10/2014 12:02:24";"PRODUCT 7";"Netherlands";"Julio Burdge";"21.974"
"YELLOW";"11,777.193";"Company 3";"EARLY";"WIN";"08/06/2014 17:11:24";"08/09/2014 17:11:24";"PRODUCT 10";"South Korea";"Jamie Gilbeau";"58.787"
"GREEN";"8,666.059";"Company 2";"STANDBY";"SHORT LISTED";"20/06/2014 02:38:24";"22/09/2014 02:38:24";"PRODUCT 11";"Australia";"Kathrine Janas";"83.914"
"RED";"11,955.339";"Company 9";"EARLY";"VERBAL COMMITMENT";"11/06/2014 00:50:24";"23/09/2014 00:50:24";"PRODUCT 8";"Italy";"Jamie Gilbeau";"7.221"
"YELLOW";"12,549.796";"Company 2";"EARLY";"SHORT LISTED";"23/06/2014 03:09:24";"07/10/2014 03:09:24";"PRODUCT 8";"Poland";"Roxie Foraker";"58.484"
"YELLOW";"13,382.465";"Company 7";"EARLY";"STANDBY";"26/06/2014 05:06:24";"06/11/2014 05:06:24";"PRODUCT 8";"United Kingdom";"Darryl Innes";"56.031"
"GREY";"12,853.297";"Company 4";"EARLY";"DEMO";"18/07/2014 21:50:24";"25/11/2014 21:50:24";"PRODUCT 2";"Canada";"Nita Marling";"35.835"
"YELLOW";"12,674.23";"Company 7";"ADVANCED";"QUALIFIED";"22/07/2014 05:58:24";"10/11/2014 05:58:24";"PRODUCT 8";"Spain";"Jamie Gilbeau";"63.325"
"GREEN";"10,226.165";"Company 7";"STANDBY";"VERBAL COMMITMENT";"21/07/2014 04:26:24";"25/10/2014 04:26:24";"PRODUCT 8";"United States";"Jerri Preble";"75.192"
"RED";"14,283.306";"Company 5";"EARLY";"QUALIFIED";"01/07/2014 18:07:24";"26/10/2014 18:07:24";"PRODUCT 5";"Australia";"Jerri Preble";"23.437"
"RED";"12,710.354";"Company 3";"ADVANCED";"WIN";"13/07/2014 10:57:24";"09/11/2014 10:57:24";"PRODUCT 3";"United Kingdom";"Kathrine Janas";"18.945"
"GREEN";"11,487.99";"Company 6";"EARLY";"QUALIFIED";"07/07/2014 19:28:24";"14/10/2014 19:28:24";"PRODUCT 8";"South Korea";"Darryl Innes";"96.836"
"YELLOW";"14,172.152";"Company 4";"EARLY";"DEMO";"13/07/2014 13:02:24";"09/11/2014 13:02:24";"PRODUCT 8";"Australia";"Kathrine Janas";"50.873"
"RED";"8,642.543";"Company 3";"EARLY";"CONTACTED";"03/07/2014 17:18:24";"24/10/2014 17:18:24";"PRODUCT 11";"Australia";"Darryl Innes";"9.177"
"GREY";"8,745.868";"Company 7";"STANDBY";"QUALIFIED";"10/07/2014 08:42:24";"28/10/2014 08:42:24";"PRODUCT 2";"Russia";"Neva Hunger";"48.524"
"YELLOW";"11,189.242";"Company 4";"ADVANCED";"SHORT LISTED";"21/07/2014 10:01:24";"24/11/2014 10:01:24";"PRODUCT 6";"Japan";"Julio Burdge";"69.492"
"GREEN";"9,789.254";"Company 2";"EARLY";"STANDBY";"11/07/2014 15:13:24";"22/11/2014 15:13:24";"PRODUCT 8";"China";"Darryl Innes";"79.718"
"YELLOW";"14,932.154";"Company 9";"ADVANCED";"STANDBY";"10/07/2014 01:48:24";"17/10/2014 01:48:24";"PRODUCT 6";"Australia";"Jamie Gilbeau";"57.526"
"GREEN";"13,850.63";"Company 5";"STANDBY";"DEMO";"30/06/2014 07:22:24";"19/10/2014 07:22:24";"PRODUCT 5";"South Korea";"Darryl Innes";"93.208"
"GREY";"12,072.632";"Company 6";"EARLY";"STANDBY";"13/07/2014 18:09:24";"24/11/2014 18:09:24";"PRODUCT 8";"Brazil";"Jamie Gilbeau";"30.204"
"YELLOW";"11,147.74";"Company 6";"ADVANCED";"STANDBY";"10/07/2014 02:42:24";"15/10/2014 02:42:24";"PRODUCT 8";"South Korea";"Julio Burdge";"53.466"
"GREEN";"10,506.517";"Company 8";"ADVANCED";"WIN";"02/07/2014 01:13:24";"04/10/2014 01:13:24";"PRODUCT 2";"France";"Jerri Preble";"97.249"
"YELLOW";"11,058.324";"Company 8";"STANDBY";"VERBAL COMMITMENT";"08/07/2014 23:53:24";"17/11/2014 23:53:24";"PRODUCT 10";"Poland";"Julio Burdge";"69.62"
"RED";"13,883.076";"Company 1";"ADVANCED";"CONTACTED";"26/07/2014 11:55:24";"03/12/2014 11:55:24";"PRODUCT 4";"Russia";"Darryl Innes";"15.931"
"YELLOW";"9,122.398";"Company 1";"STANDBY";"CONTACTED";"23/07/2014 23:10:24";"05/11/2014 23:10:24";"PRODUCT 2";"Spain";"Jerri Preble";"68.53"
"YELLOW";"14,925.645";"Company 6";"STANDBY";"CONTACTED";"05/07/2014 11:33:24";"27/10/2014 11:33:24";"PRODUCT 8";"France";"Jerri Preble";"54.97"
"YELLOW";"11,056.272";"Company 7";"STANDBY";"STANDBY";"26/07/2014 08:02:24";"02/11/2014 08:02:24";"PRODUCT 8";"United States";"Darryl Innes";"61.998"
"GREEN";"12,514";"Company 4";"ADVANCED";"QUALIFIED";"05/07/2014 21:40:24";"14/10/2014 21:40:24";"PRODUCT 10";"Saudi Arabia";"Neva Hunger";"77.562"
"YELLOW";"12,278.27";"Company 6";"STANDBY";"QUALIFIED";"13/07/2014 21:40:24";"22/11/2014 21:40:24";"PRODUCT 8";"United States";"Roxie Foraker";"58.129"
"GREEN";"14,028.436";"Company 9";"EARLY";"STANDBY";"24/07/2014 22:11:24";"04/11/2014 22:11:24";"PRODUCT 8";"Belgium";"Neva Hunger";"93.56"
"YELLOW";"13,446.176";"Company 1";"STANDBY";"LOST";"09/07/2014 18:46:24";"17/10/2014 18:46:24";"PRODUCT 7";"Brazil";"Nita Marling";"66.823"
"GREY";"12,455.581";"Company 9";"STANDBY";"WIN";"02/07/2014 01:27:24";"10/11/2014 01:27:24";"PRODUCT 2";"Japan";"Neva Hunger";"30.791"
"GREY";"12,506.4";"Company 4";"STANDBY";"LOST";"17/07/2014 12:09:24";"31/10/2014 12:09:24";"PRODUCT 7";"Mexico";"Darryl Innes";"49.415"
"GREEN";"11,755.909";"Company 2";"STANDBY";"STANDBY";"18/07/2014 18:56:24";"16/10/2014 18:56:24";"PRODUCT 6";"France";"Roxie Foraker";"75.511"
"YELLOW";"11,754.859";"Company 6";"ADVANCED";"SHORT LISTED";"18/07/2014 05:04:24";"25/10/2014 05:04:24";"PRODUCT 7";"Germany";"Roxie Foraker";"62.45"
"GREY";"12,992.991";"Company 6";"EARLY";"STANDBY";"12/07/2014 06:53:24";"04/11/2014 06:53:24";"PRODUCT 1";"Brazil";"Jerri Preble";"32.002"
"GREY";"8,409.576";"Company 7";"EARLY";"STANDBY";"27/08/2014 20:25:24";"21/12/2014 20:25:24";"PRODUCT 2";"Switzerland";"Darryl Innes";"45.603"
"YELLOW";"13,724.448";"Company 3";"STANDBY";"CONTACTED";"09/08/2014 23:07:24";"11/11/2014 23:07:24";"PRODUCT 11";"Australia";"Nita Marling";"51.314"
"RED";"14,195.005";"Company 8";"STANDBY";"VERBAL COMMITMENT";"25/08/2014 02:21:24";"14/12/2014 02:21:24";"PRODUCT 4";"United States";"Julio Burdge";"3.736"
"GREEN";"10,154.638";"Company 1";"ADVANCED";"QUALIFIED";"08/08/2014 20:38:24";"06/12/2014 20:38:24";"PRODUCT 10";"Poland";"Neva Hunger";"79.142"
"GREY";"9,438.067";"Company 2";"STANDBY";"DEMO";"14/08/2014 21:59:24";"29/11/2014 21:59:24";"PRODUCT 11";"United States";"Kathrine Janas";"33.099"
"YELLOW";"12,549.047";"Company 7";"ADVANCED";"WIN";"02/08/2014 06:29:24";"11/12/2014 06:29:24";"PRODUCT 5";"United Kingdom";"Darryl Innes";"72.843"
"GREY";"10,175.908";"Company 8";"ADVANCED";"CONTACTED";"09/08/2014 00:29:24";"11/12/2014 00:29:24";"PRODUCT 1";"Brazil";"Darryl Innes";"41.668"
"GREY";"14,410.41";"Company 1";"ADVANCED";"LOST";"22/08/2014 18:53:24";"25/12/2014 18:53:24";"PRODUCT 5";"Italy";"Nita Marling";"37.602"
"RED";"13,775.373";"Company 3";"EARLY";"WIN";"11/08/2014 23:40:24";"01/12/2014 23:40:24";"PRODUCT 8";"Sweden";"Kathrine Janas";"13.628"
"GREY";"9,916.547";"Company 8";"ADVANCED";"SHORT LISTED";"04/08/2014 05:14:24";"04/11/2014 05:14:24";"PRODUCT 6";"United Kingdom";"Roxie Foraker";"31.727"
"YELLOW";"8,564.205";"Company 9";"ADVANCED";"VERBAL COMMITMENT";"18/08/2014 22:07:24";"07/12/2014 22:07:24";"PRODUCT 6";"Poland";"Julio Burdge";"67.993"
"GREEN";"14,119.915";"Company 8";"ADVANCED";"VERBAL COMMITMENT";"21/08/2014 18:23:24";"28/12/2014 18:23:24";"PRODUCT 3";"Australia";"Julio Burdge";"91.097"
"YELLOW";"8,973.959";"Company 1";"ADVANCED";"SHORT LISTED";"10/08/2014 02:00:24";"18/11/2014 02:00:24";"PRODUCT 11";"Germany";"Jamie Gilbeau";"61.367"
"RED";"12,408.883";"Company 7";"STANDBY";"STANDBY";"16/08/2014 14:33:24";"23/12/2014 14:33:24";"PRODUCT 5";"Saudi Arabia";"Roxie Foraker";"22.737"
"GREEN";"14,694.628";"Company 1";"EARLY";"CONTACTED";"14/08/2014 22:28:24";"04/12/2014 22:28:24";"PRODUCT 3";"Indonesia";"Neva Hunger";"84.847"
"RED";"10,730.724";"Company 5";"STANDBY";"CONTACTED";"26/08/2014 04:15:24";"05/12/2014 04:15:24";"PRODUCT 11";"Canada";"Julio Burdge";"17.545"
"RED";"9,341.004";"Company 4";"ADVANCED";"WIN";"22/08/2014 15:06:24";"27/11/2014 15:06:24";"PRODUCT 3";"China";"Neva Hunger";"5.067"
"GREY";"8,076.323";"Company 7";"EARLY";"VERBAL COMMITMENT";"14/08/2014 00:47:24";"07/12/2014 00:47:24";"PRODUCT 11";"Netherlands";"Darryl Innes";"32.155"
"GREEN";"9,130.738";"Company 1";"EARLY";"QUALIFIED";"07/08/2014 07:15:24";"18/12/2014 07:15:24";"PRODUCT 5";"Norway";"Jamie Gilbeau";"99.382"
"GREEN";"13,726.613";"Company 1";"EARLY";"QUALIFIED";"31/07/2014 06:55:24";"16/11/2014 06:55:24";"PRODUCT 5";"Sweden";"Darryl Innes";"89.942"
"GREY";"11,074.138";"Company 5";"STANDBY";"DEMO";"04/08/2014 12:39:24";"18/11/2014 12:39:24";"PRODUCT 11";"Italy";"Jamie Gilbeau";"35.189"
"YELLOW";"14,760.713";"Company 8";"ADVANCED";"WIN";"13/08/2014 11:07:24";"24/12/2014 11:07:24";"PRODUCT 10";"United States";"Nita Marling";"51.164"
"GREY";"12,175.671";"Company 2";"EARLY";"CONTACTED";"05/08/2014 01:49:24";"27/11/2014 01:49:24";"PRODUCT 6";"Mexico";"Jerri Preble";"43.398"
"RED";"9,325.806";"Company 6";"EARLY";"CONTACTED";"31/07/2014 09:16:24";"09/11/2014 09:16:24";"PRODUCT 8";"Germany";"Jerri Preble";"2.248"
"GREY";"12,147.19";"Company 4";"ADVANCED";"WIN";"15/08/2014 19:22:24";"04/12/2014 19:22:24";"PRODUCT 7";"Sweden";"Darryl Innes";"36.03"
"RED";"11,168.717";"Company 1";"ADVANCED";"DEMO";"10/08/2014 07:26:24";"17/11/2014 07:26:24";"PRODUCT 4";"Indonesia";"Kathrine Janas";"14.218"
"RED";"10,132.88";"Company 4";"ADVANCED";"DEMO";"26/08/2014 13:02:24";"31/12/2014 13:02:24";"PRODUCT 11";"Poland";"Jamie Gilbeau";"17.97"
